pet_id,name
3134,兵螂
3135,飞天刀螂
3136,毛毛
3137,爬爬
3138,化蝶
3139,小草虫
3140,草衣虫
3141,花衣蝶
3142,小夜
3143,紫夜
3144,朔夜伊芙
3145,小灵菇
3146,幻灵菇
3147,幻影灵菇
3148,空空颅
3149,夜宿颅
3150,夜枭
3151,多多
3152,多啦多
3153,古啦多
3154,裘洛
3155,裘力
3156,裘卡
3157,花魁蜂后
3158,武斗酷猫
3159,紫蔓宝宝
3160,紫蔓祭祀
3161,春团
3162,春兔
3165,伏地兽
3166,贪食鼹
3167,巨噬针鼹
3168,阿布
3169,超能阿布
3170,石石
3171,巨灵石
3172,雪豆丁
3173,雪蛮人
3174,雪巨人
3175,咔咔羽毛
3176,咔咔雀
3177,咔咔鸟
3178,矮脚爬爬
3179,恶魔红钻
3180,小帕尔
3181,帕尔萨斯
3182,龙息帕尔
3183,瑰眼仔
3184,耳翎瑰魅
3185,邪眼巨魔
3186,小光
3187,迷迷眼
3188,拉特
3189,酷拉
3190,电咩咩
3191,粉咩咩
3192,电球咩咩
3193,小星光
3194,星光狮
3195,闪电环
3196,刺电环
3197,荆棘电环
3198,粉粉星
3199,小皮球
3200,机械方方
3201,多彩方方
3202,立方人
3203,贝瑟
3204,贝加尔
3205,贝古斯
3206,多西
3207,库多西
3208,波多西
3209,小翼龙
3210,翼龙
3211,伊雷龙
3213,黑炎宝宝
3214,黑炎
3215,海豹战士
3216,海豹船长
3217,呼拉猫
3218,增肌猫
3219,健猫教练
3225,古钟蛇
3226,寒音蛇
3227,菊花梨
3228,友爱天天
3229,友爱星飞
3230,加灵
3231,加益
3232,加尔
3233,加尔
3234,牵线木偶
3235,帅帅魔偶
3236,超能球球
3237,小怂猫
3238,怒目怂猫
3239,哭哭菇
3240,怖须菇
3241,怖哭菇
3242,呆火鸟
3243,喷火鸟
3244,绒绒
3245,小绒茧
3246,绒仙子
3248,绿洲象
3249,流星猛犸
3250,小鹬
3251,鄙目鹬
3252,高脚鹬
3253,速粒小子
3254,速粒冲锋
3255,奔波鼠
3256,流浪鼠
3257,布鲁斯
3258,雪顶布鲁斯
3259,冰钻布鲁斯
3260,古拉海象
3261,大古拉海象
3262,呼呼猪
3263,獠牙猪
3264,卡波
3265,卡拉波斯
3266,胆小鳗鱼
3267,闪电鳗鱼
3268,大头骨龙
3269,寂灭骨龙
3276,绿翼鸟
3277,魔翼鸟
3278,魔眷鸟
3279,雪绒鸟
3280,雪绒鸟
3281,雪绒鸟
3282,冬羽雀
3283,冬羽雀
3284,冬羽雀
3285,岚鸟
3286,岚鸟
3287,岚鸟
3288,丢丢
3289,丢丢
3290,丢丢
3291,卡卡虫
3292,卡卡虫
3293,卡卡虫
3294,卡瓦重
3295,卡瓦重
3296,卡瓦重
3297,蹦蹦种子
3298,蹦蹦种子
3299,蹦蹦种子
3300,蹦蹦草
3301,蹦蹦草
3302,蹦蹦草
3303,蹦蹦花
3304,蹦蹦花
3305,蹦蹦花
3307,矿晶虫
3308,晶石蜗
3309,犀角鸟
3310,光纤兽
3311,疾光千兽
3312,若叶蜥
3313,立叶蜥
3314,蝶叶巨蜥
3315,小鼠獭
3316,燕尾獭
3317,卷胡巨獭
3319,粉星仔
3320,粉耳星兔
3321,觅觅蝠
3322,翻翻蝠
3323,夜游魔
3327,独角龙
3328,坚角龙
3329,爆角龙
3330,海盔虫
3331,刺盔虫
3332,千棘盔
3333,雪娃娃
3334,冰封怨灵
3335,雪灵
3336,格格布
3337,格布布
3338,冰虎宝
3339,冰晶虎
3340,冰晶古齿虎
3341,雪灵兽
3342,幻雪兽
3343,饮雪狂兽
3344,乖乖鹄
3345,蓝珠天鹅
3346,翠顶夫人
3347,芽眼魔
3348,叶眼魔
3349,障眼魔
3350,红绒十字
3351,霹雳宝宝
3352,雷鸣小子
3353,雷暴奔奔
3354,钻地小子
3355,闪电小子
3356,魔能陀螺
3357,电动长颈鹿
3358,奔乐鹿
3359,爵士鹿
3360,蝴蝶陶陶
3361,铆钉毛毛
3362,徘徊爪爪
3363,路路
3364,路路尼
3365,古路尼
3367,嘟嘟煲
3368,嘟嘟锅
3369,幽星光
3370,曜星光
3371,暮星辰
3372,春花兔
3373,逗逗
3374,气球猫
3375,梦想三三
3376,旋叶虫
3377,风滚暮虫
3378,菇菇丁
3379,多菇丁
3380,九幽菇
3381,深蓝鲸
3382,双灯鱼
3383,利灯鱼
3384,豆丁鱼
3385,快鳍鱼
3386,龙鱼
3387,科多多
3388,科多索
3392,凡雀
3393,紫翎鹰
3394,凡鹰
3395,里奥
3396,灵羽勇士
3397,圣羽翼王
3398,星尘虫
3399,落星虫
3400,陨星虫
3401,伊里斯
3402,碎晶蝎
3403,晶尾蝎
3404,蝎子王
3405,幽冥眼
3406,缇塔
3407,声波缇塔
3408,齿轮小子
3409,机甲小子
3410,权杖-Ⅱ
3411,权杖-V
3412,伊兰亚龙
3416,格斗小五
3417,格斗小六
3418,格斗小八
3419,厉毒小萝
3420,厉毒修萝
3421,破梦者
3422,食梦者
3423,空灵兽
3424,空灵斗士
3425,三叶草龙
3426,花叶龙
3427,麦香驼
3428,臭臭锥
3429,埃欧熔锥
3430,海枝枝
3431,海枝枝
3432,海枝枝
3433,海枝枝
3434,小电企鹅
3435,电企鹅
3436,柴渣虫
3437,燃薪虫
3438,梦游
3439,梦悠悠
3440,梦游
3441,梦悠悠
3442,小星光
3443,星光狮
3444,噼啪鸟
3445,雪毛角羚牛
3446,雪毛角羚牛
3447,雪毛角羚牛
3448,晶石蜗
3449,晶石蜗
3450,晶石蜗
3451,晶石蜗
3452,鸭吉吉
3453,鸭吉吉
3454,地鼠
3455,遁鼠
3456,遁地鼠
3457,月牙雪熊
3458,圣代甜甜
3459,圣代甜甜
3460,圣代甜甜
3461,圣代甜甜
3462,圣代甜甜
3463,圣代甜甜
3464,圣代甜甜
3465,圣代甜甜
3466,星云旅者
3467,小狮鹫
3468,神圣狮鹫
3469,皇家狮鹫
3470,化蝶
3471,化蝶
3472,化蝶
3473,布瓜蝌
3474,上岸蛙
3475,海盔虫
3476,刺盔虫
3477,千棘盔
3478,香草甜甜
3479,香草甜甜
3480,圣羽翼王
3481,暗影灵面
3482,幽冥眼
3483,蓬叶虫
3484,螺旋帕帕
3485,落陨星兔
3486,晶石蜗
3487,小丑豆豆
3488,小丑兔
3489,小丑公爵
3490,吸泥鸥
3491,泥吼牙
3492,兽花蕾
3493,肥草球
3494,赫拉
3495,鸭吉吉
3496,旋叶虫
3497,蓬叶虫
3498,风滚暮虫
3499,公平鸽
3500,石肤蜥
3501,石刺蜥
3502,石冠王蜥
3503,线球鼠
3504,慈母鼠
3505,夜回犀牛
3506,花怨鳗
3507,鳗尾兽
3508,波波螺
3509,消波螺
3510,嗜波螺
3511,波波螺
3512,消波螺
3513,嗜波螺
3514,圣水迪莫
3515,圣火迪莫
3516,板板壳
3517,咔咔壳
3518,水泡壳
3519,海闪星
3520,海魔星
3521,里拉鳐
3522,水星尾
3523,水星龙弦
3524,阿瓦鲨
3525,阿瓦鲨
3526,抹茶布丁
3527,椰浆布丁
3528,熔岩布丁
3529,号儿鱼
3530,圆号鱼
3531,小雪人
3532,雪怪
3533,雪绒鸟
3534,斑斑
3535,斑枭
3536,乌达
3537,迷你乌
3538,乌拉塔
3539,乌达
3540,迷你乌
3541,乌拉塔
3542,未完虫
3543,多灵
3544,多灵主
3545,圣剑侍从
3546,圣剑-X
3547,帕帕斯卡
3548,小银翼龙
3549,银翼龙
3550,棋棋
3551,棋骑士
3552,棋绮后
3553,棋齐垒
3554,棋祈督
3555,棋棋
3556,棋骑士
3557,棋绮后
3558,棋齐垒
3559,棋祈督
3560,乌咩
3561,乌角驮驮
3562,堇楹苞
3563,蔓羽兽
3564,厉毒鸩兽
3565,栗鼠
3566,壳栗丝鼠
3567,落陨星兔
3568,小黑猫
3569,黑猫巫师
3570,河马巴斯
3571,黑羽夫人
3572,爆焰仔
3573,爆焰喷喷
3574,热团团
3575,焰米龙
3576,圣凯布米龙
3577,墨鱿士
3578,混乱鱿彩
3579,秩序鱿墨
3580,利刺毒蝎
3581,剧毒魔蝎
3582,刺轮砣
3583,月亮砣
3584,刺轮砣
3585,月亮砣
3586,梦残卷
3587,曲率龙卷
3588,曲率飞鱼
3589,玳龟
3590,玳塔
3591,十字蝌蚪
3592,十字蛙
3593,深渊蛙
3594,松仔
3595,松叶羊
3596,针叶巡林
3597,水滴蛇
3598,水蛇锁
3599,游蛇魔使
3600,小勇狮
3601,炽焰狮
3602,炽心勇狮
3603,毛头小蛛
3604,捕尘长绒
3605,食尘短绒
3606,画精灵
3607,画像守护
3608,画间法师手
3609,画间沉铁兽
3610,书魔虫
3611,书卷守护
3612,古卷执政官
3613,古卷匣魔像
3614,嗜光嗡嗡
3615,窃光蚊
3616,不咕钟
3617,溯源钟
3618,小箱怪
3619,迷迷箱怪
3620,学院呱呱
3621,古钟蛇
3622,寒音蛇
3623,噬影蚕
3624,吞噬
3625,小冥龙
3626,冥古龙
3627,矮核球
3628,星脉兽
3629,巡天幻星
3630,地银链
3631,地银链
3632,地底银鳞
3633,荆伞兽
3634,荆棘魔伞
3635,蝶兰花
3636,蝶兰花仙
3637,桃花苞
3638,桃胖子
3639,桃花仙
3640,菌宝
3641,竹笙仔
3642,鬼笔伯爵
3643,芝芝酥
3644,药尾灵螈
3645,三坛枞
3646,六月星菌
3647,小红侍
3648,红膏女爵
3649,鹿鸣笙
3650,笙韵鹿灵
3651,笔童
3652,笔仙
3653,笔圣
3654,好鳄椰
3655,超级鳄椰
3656,海豚宝
3657,泡泡豚
3658,海豚勇士
3659,加油海葵
3660,加油蟹
3661,脆鸣鸟
3662,警卫鸟
3663,量风碗
3664,测风蝉
3665,丁丁猫
3666,猫山咪钥
3667,仙羽
3668,一点红
3669,念珠鹤
3670,蛐曲儿
3671,长翎将军
3672,曲鸣大将
3673,荆棘笼
3674,惩戒巨笼
3675,守夜烛
3676,流明坎德拉
3677,烟花团
3678,烟花伯爵
3679,蒸汽胖胖
3680,蒸汽胖可
3681,剪影影
3682,影子剪纸
3683,咕咕帽
3684,咕德帽帽
3685,幽冥狐
3686,魅惑狐仙
3687,丹凤蓝狐
3688,蔷薇茧
3689,具足秘剑
3690,问卜兽
3691,卜甲梦龟
3692,梦杯
3693,长生梦兽
3694,毛线虫
3695,梭织团团
3696,针织哼哼
3697,稻草人
3698,稻草守护者
3699,不香芋
3700,去污香芋
3701,嗜污香芋
3702,啄疫鸟
3703,瘟疫医鸟
3704,优优
3705,绒光优优
3706,蜜果骸
3707,半朽蜜果灵
3708,小鼓象
3709,巨鼓象
3710,咬咬小子
3711,胡桃王子
3712,封印守卫
3713,封印使者
3714,上古战龙
3715,格斗小七
3716,糖串串
3717,可烤汪
3718,足尖元件
3719,离心舞者
3720,松仔
3721,松叶羊
3722,针叶巡林
3723,水滴蛇
3724,水蛇锁
3725,游蛇魔使
3726,小勇狮
3727,炽焰狮
3728,炽心勇狮
3729,猴麦仔
3730,音碟吼
3731,骨朵鸟
3732,紫花雀
3733,钨丝贝贝
3734,辉光幕机
3735,机幕方舟
3736,炫光迪迪
3737,​​霹雳迪迪
3738,小怂猫
3739,怒目怂猫
3740,宝藏小狐
3741,宝藏沙狐
3742,鸭吉吉
3743,加油蟹
3744,火红尾
3745,雅丹鬃
3746,雪影娃娃·春日
3747,莫比乌乌
3748,克莱因龙
3749,森豆丁
3750,森蛮人
3751,森巨人
3752,丁丁卯
3753,卯山咪钥
3754,火豆丁
3755,火蛮人
3756,火巨人
3757,点点
3758,珀尔鼬
3759,苞米仔
3760,炮米花
3761,诅咒狼灵
3762,新月狼灵
3763,银月狼王
3764,新月鹭
3765,月辉鹭
3766,月使鹭纳
3767,章脑丸
3768,智辉章脑
3769,乌头蝇
3770,乌蝇飞贼
3771,小浣蛋
3772,黑手浣熊
3773,幽铃
3774,摇铃魔偶
3775,布灵
3776,布灵布灵
3777,幽影树
4005,圣水守护
4006,烈火战神
4007,叶冕魔力猫
4011,恶魔狼王
4012,鸭吉吉国王
4019,蹦蹦果
4020,千棘海针
4021,女王蜂
4022,奇丽果
4050,首领-记忆石
4064,幻影荆棘
4069,首领-锤头鹳
4070,首领-火羽
4071,首领-蒲公英
4072,迷嶂布莱克
4073,神谕鲨
4074,霜翼领主
4075,首领-罗隐
4076,伊里斯
4077,噜噜
4078,风暴战犬
4079,钻石蜗
4080,首领-瞌睡王
4081,首领-獠牙猪
4082,首领-魔眷鸟
4083,黑猫密探
4084,祭礼巨像
4085,雪影冰灵
4086,棋契陛下
4087,奇梦咪
4088,波普鹿
4089,圣剑骑士
4090,伊兰龙
4091,裘卡老师
4092,首领-厉毒修萝
4093,公平鸽
4094,琉璃君主
4095,饮雪狂兽
4096,奇梦咪
4097,奇梦咪
4098,雪影冰灵
4099,雪影冰灵
4100,古齿帝牙
4101,暮风隐者
4102,淤泥乌泽
4103,卷发巨獭
5001,钻石蜗
5002,彩虹独角兽
5003,叶冕魔力猫
5004,蹦蹦果
5005,奇丽果
5006,鸭吉吉国王
5007,黑猫密探
5008,迷嶂布莱克
5009,祭礼巨像
5010,圣水守护
5011,神谕鲨
5012,千棘海针
5013,雪影冰灵
5014,霜翼领主
5015,女王蜂
5016,恶魔狼王
5017,烈火战神
5018,风暴战犬
5019,幻影荆棘
5020,波普鹿
5021,圣剑骑士
5022,伊兰龙
5023,棋契陛下
5024,奇梦咪
5025,圣光迪莫
5026,圣草迪莫
5027,圣火迪莫
5028,圣水迪莫
5029,千棘海针
5030,霜翼领主
5031,霜翼领主
5032,霜翼领主
5033,蹦蹦果
5034,蹦蹦果
5035,蹦蹦果
5036,鸭吉吉国王
5037,鸭吉吉国王
5038,鸭吉吉国王
5039,鸭吉吉国王
5040,棋契陛下
5041,棋契陛下
5042,棋契陛下
5043,棋契陛下
5044,棋契陛下
5045,棋契陛下
5046,棋契陛下
5047,钻石蜗
5048,钻石蜗
5049,钻石蜗
5050,钻石蜗
5051,钻石蜗
5052,鸭吉吉国王
5053,深渊罗隐
5054,高帽鹬者
6001,小咪
6002,卡图斯（初级）
6003,卡图斯（中级）
6004,卡图斯（高级）
6005,戴蒙德（初级）
6006,戴蒙德（中级）
6007,戴蒙德（高级）
6008,阿克娅（初级）
6009,阿克娅（中级）
6010,阿克娅（高级）
6011,朵蕾丝（初级）
6012,朵蕾丝（中级）
6013,朵蕾丝（高级）
6014,希尔（初级）
6015,希尔（中级）
6016,希尔（高级）
6017,希巴尔巴（初级）
6018,希巴尔巴（中级）
6019,希巴尔巴（高级）
6020,艾诺菈（初级）
6021,艾诺菈（中级）
6022,艾诺菈（高级）
6023,斯皮德（初级）
6024,斯皮德（中级）
6025,斯皮德（高级）
6026,玛努斯（初级）
6027,玛努斯（中级）
6028,玛努斯（高级）
7001,恶魔狼王
7002,恶魔狼王
7003,恶魔狼王
7004,恶魔狼王
7005,圣剑骑士
7006,圣剑骑士
7007,圣剑骑士
7008,圣剑骑士
8001,魔力喵
8002,道馆绿草精灵
8003,道馆魔草巫灵
8004,道馆丢丢
8005,道馆记忆石
8006,道馆幽影树
8007,迪莫
8008,珂赛特老师
8009,药炉
8010,希露德老师
8011,翼龙
8012,记忆石
8013,冥古龙
8014,矮核球
8015,星脉兽
8016,巡天幻星
8017,冥古龙
8018,裘卡老师
8019,珂赛特老师
8020,希露德老师
8021,迷失的雪巨人
8022,斯维托维德
8023,特塞克
8024,古路尼
8701,火羽
9001,幸运惊喜盒
9002,幸运惊喜盒
9003,幸运惊喜盒
9801,鸭吉吉_普通
9802,鸭吉吉_草
9803,鸭吉吉_火
9804,鸭吉吉_水
9805,鸭吉吉_光
9806,鸭吉吉_地
9807,鸭吉吉_冰
9808,鸭吉吉_龙
9809,鸭吉吉_电
9810,鸭吉吉_毒
9811,鸭吉吉_虫
9812,鸭吉吉_武
9813,鸭吉吉_翼
9814,鸭吉吉_萌
9815,鸭吉吉_幽
9816,鸭吉吉_恶魔
9817,鸭吉吉_机械
9818,鸭吉吉_幻
9819,木桶
9901,测试喵喵1
9902,测试水蓝蓝1
9903,测试火花1
9904,测试喵喵2
9905,测试水蓝蓝2
9906,测试火花2（百分百闪避）
9907,无敌魔力猫
9908,无敌焰火
9909,无敌水蓝蓝
9910,被克制测试喵喵
9911,抵抗测试喵喵
9912,大世界BUFF喵喵
9913,大世界BUFF水蓝蓝
9914,大世界BUFF火花
9919,幻化蓝掌测试
9920,技能鸭吉吉配置版
9940,测试AI鸭吉吉1
9941,搭配的鸭吉吉
9987,技能鸭吉吉5(布石）
9988,技能魔力喵4
9989,技能魔力喵3
9990,技能魔力喵2
9991,技能魔力喵1
9992,不死鸭吉吉
9993,技能音速犬4
9994,技能鸭吉吉3
9995,技能鸭吉吉2
9996,木桩鸭吉吉
9997,技能鸭吉吉1（贪吃）
9998,击退鸭吉吉
9999,无敌鸭吉吉(测试用)
10000,随机精灵
10001,随机精灵
10002,随机精灵
10003,随机精灵
10004,随机精灵
10005,随机精灵
10006,随机精灵
10007,随机精灵
10008,随机精灵
10009,随机精灵
10010,随机精灵
10011,随机精灵
10012,随机精灵
10013,随机精灵
10014,随机精灵
10015,随机精灵
10016,随机精灵
10017,随机精灵
10018,随机精灵
10019,随机精灵
10020,随机精灵
10021,随机精灵
10022,随机精灵
103004,迪莫
103005,圣光迪莫
103011,恶魔狼
103012,恶魔狼
103061,小灵面
103142,小夜
103143,紫夜
103149,空空颅
103154,裘洛
140001,20级水桶模板
140002,25级水桶模板
140003,35级水桶模板
140004,40级水桶模板
140005,45级水桶模板
140006,50级水桶模板
140007,55级水桶模板
140008,60级水桶模板
440302,库伦boss战——恶魔叮
440303,库伦booss战——雪蛮人
440304,库伦boss战——库多西
440305,A1最终战-吞噬
440306,A1最终战-吞噬2
440307,麦克达克
440308,伊里斯
440309,法瑞莎莎
440310,蛰蛰
440311,锅盔
440312,芙拉沃
440313,狂风
440314,微风
440315,龙卷风
440316,小石头
440317,葛朗台
440318,老大
13000150,技能鸭吉吉5（水灵）
13000151,首领-魔力猫
13000152,首领-恶魔狼
13000153,首领-奇丽花
13000154,首领-布克棱岩
13000155,首领-岚鸟
13000156,首领-千棘盔
13000157,首领-花魁蜂后
13000158,首领-伊里斯
13000159,首领-恶魔狼
13000160,首领-音速犬
13000161,首领-蹦蹦花
13000162,首领-晶石蜗
13000163,首领-瞌睡王
13000164,首领-獠牙猪
13000165,首领-魔眷鸟
13000166,首领-仪式巨像
13000167,法瑞莎莎
13000168,麦克达克
13000169,深渊罗隐
13000170,高帽鹬者
14000001,果冻-剧情变形用
14000002,自动变形测试-斑斑
14000003,芽眼魔-守护地特殊3C专用
15000001,斑斑 - （玩法用）
16000001,春团-B1小游戏变形用
16000002,厉毒修萝-B1小游戏变形用
16000003,地鼠-A2拾遗变形任务用
16000004,迪莫
16000007,迪莫
17000001,小帕尔-变形测试用
17000002,帕尔萨斯-变形测试用
17000003,龙息帕尔-变形测试用
17000004,石肤蜥-极化钝化测试用
18000001,化蝶
18000002,寒音蛇
18000003,武者鸡
18000004,嘟嘟煲
19000001,可立鸡-变形测试用
19000002,紫翎鹰-变形测试用
19000003,果冻-变形测试用
19000004,紫翎鹰
19000005,可立鸡
19000006,果冻
19000008,钨丝贝贝（S2剧情骑乘专用）
19000009,机幕方舟（S2剧情战斗专用）
